@user-se1ip2wk5z,세상에 이렇게 힘든사람들이 있는지 몰랐어요 난 이 댓글들을 보면서 정말 우울한 모두를 꼭하고 안아주고싶네요 여러분에 우울함이 멀리 다신 보이지 않게 말이에요.
@user-qm7yq2in1z,어차피 잊혀질 사람이라면  과거때문에제 자신을 갈아먹지말것  책에서 봤다면 지난 몇년동안 어리석은 삶은 살지않았을텐데청춘들 이별에 오랜기간 슬퍼하지마세요털어버리고 좋은분만나길
@suhyoungbyun8333,안녕? 많이 힘들었지… 나도 알아. 지금 이 순간이라도 행복했으면 좋겠어. 한번 너에게 솔직해져봐. 펑펑 울어도 돼. 나도 그랬어.숨 한번 크게 쉬어봐. 조금이라도 괜찮아졌어?꼭 그랬으면 좋겠네. 힘내.수고했어. 너무 예쁘다. 고생했어. 고마워. 미안해. 난 네가 있어서 너무 좋아. 응원해. 지금까지 있어줘서 고마워. 괜찮을거야. 잘했어.내일도 버텨내자. 언젠가는 너도 저 위 별처럼 반짝반짝 빛이 날거야.이 댓글은 아마도 곧 묻어질거지만 꼭 힘내고 너의 내면의 아이를 되찾았음 해.추천곡: 투바투- 땀
@KPopKoreaPlaylist,이  시절이 너무 그립네요 .. 내나이 40살 청춘은 이제 멀리서 회상하며 살아가겠네요
@user-dr4xi2mz4m,요새 정말 되는 일이 하나도 없어요.... 쉬고 싶어지네요 이 노래들 들으몀서 생각을 비우고 정신적으로 조금이라도 여유를 가져야겠어요
@user-dw8sv2wy3f,주변에 아무도없다는게 제일 우울하게 만드는 것 같아요..인간 관계의 소중함을 없어봐야 깨닫는다는게 후회스럽네요
@depresse_06,병원 갔는데 심한 우울증 이라네요.이 노래 듣고 힘을 낼게요...
@yheeeee,다들 잘 될거에요 우리 힘내요 다같이
@user-pp3jf5zk7k,요즘 들어서 너무 힘드네요 주변에서 너는 어른이 뭐인것 같냐는 그말에 말문이 턱 막혀버리더라구요 나는 아직도 애인가봐요 힘들다는 그말도 이제 겨우 내뱉고 사는데 자꾸 뭐가 그렇게 힘드냐고 그런거 너무 티내지 말라고 하는데 이때까지 참고 살았는데 티내지 말라고하면 나는 어디가서 내감정을 털어둘수 있을까요 나는 방법도 모르고 항상 숨기고 버티고 살았고 정말 힘들때만 힘들다고 겨우 털어뒀는데 그냥 평생 참고 살았어야 했을까요 사는게 이렇게 어렵고 지치는지 모르겠어요 이럴때마다 아빠가 너무 보고싶어요 가고싶어져요 아빠에게로
@yeahmins,행복하세요 다들!
@user-bq8dw2vb1h,음악 감사합니다...소리내어 실컷 울고나니 속이 좀 시원하네요^^
@user-mm3nd4ru1x,요즘 반에서 여자애들한테 은따 당하는중인데 많이 힘드네요.. 하필 시험기간인데 마음이 너무 싱숭생숭해요. 오늘도 몸이 좀 안 좋아서 학교에 못 갔는데 여자애들이 저희 반 애들 쉬는시간에 다 모아 놓고 제가 왜 싫은지에 대해서 자기들끼리 떠들면서 엄청 뒷담을 깠다고 하더라고요... 남자애들 사이에서 어장질한다고 소문 퍼트리고 점점 저를 싫어하는 애들이 늘어나는것 같아서 너무 신경이 쓰여요 ㅠㅠ 말할때도 없어서 여기다가 하소연 해봅니다...
@user-fr1hj3iz7e,너무 힘든 어제 오늘 뭔가 잠을 잘수있게 해주는 음악이내요 아직 마음이 너무아파 다시 들어요 고맙습니다~
@Patrick-sd2cx,벌써 올해 대입인 고3이네요 언제까지나 해맑은 잼민이일줄만 알았는데 몇개월 뒤면 다 혼자 해결하고 저를 지켜주는 사람 없고 실수 덮어주는 사람 없고 모든 나에 대한 책임을 짊어져야 하겠네요 이 시기 분명 모두가 겪은 시기혹은 겪을 시기일거고 잘 넘어갔겠지만 유독 저에게 마음이 시리네요 세상 전부일줄 알았던 모든 친구들 학창시절 추억들 다 덮어두고 살기 위해 치열한 세상 속으로 들어가야 한다니 불안하지만 또 한편으로 기대가 됩니다 아름다운 그림을 그리기 위해서는 밝은 면이 보이기 위해 어두운 색이 필요한 것처럼 지금 힘든 시기도 지나가고 저만의 아름다운 색을 칠할 시기도 곧 올거라 믿어요 여러분들도 지금이 학생이든 대학생이든 회사원이든 연로하신 분이든 누구나 어두운 면이 있다면 밝은 색을 칠해야 할 순간이 오고 지금이 밝은 순간이라면 곧 칠해야 할 어두운 색 멋지게 칠할수 있길 바랍니다 모두 행복하세요
@jeehyelee3560,"삶이 고단한지 7년쯤 됐네요7년 전엔 너무 힘들어서, 극심한 우울증에 정상체중에서 1달만에 10키로가 빠졌었어요. 진짜 너무...너무 힘들었어요.아... 이래서 사람들이 자살을 하는구나... 알 수 있을 것 같은 시기였는데... 그 때 나를 잡아준건 엄마 모습 하나였어요. 그렇게 나를 잡아줄 사람 1명도 없으면, 그러면 삶을 포기할 수도 있겠구나..라는 생각이 들었던 시기였죠. 지금은.. 그 때보단, 힘들지 않네 하며 버텨요. 다시 그냥.. 평범한 행복을 느낄 수 있는 날이 왔으면 좋겠어요.."
@wjdalghm6844,저는 대학교 자퇴하고 아무것도 안하고 있는데 왜이렇게 힘들까요 아무래도 자기혐오와 우울감이 너무너무 심해서 그런것 같습니다 요즘 정신도 멍하고 뇌가 마비된것 같지만 다시 열심히 나아가기 위해 노력 해보겠습니다 플리들으면서 더더 힘내 볼께요
@user-jt2mh9ix6r,공감하게 됩니다.감사합니다~~
@user-jm3ps3qy8x,살다보면 한번씩 혹은 몇번씩 위기가 오더라구요 그때들었던 이같은 노래가 큰위로가 되었답니다 그걸 극복하고 살아있는 지금 그래도 살아있음에 감사하며 나 그때 참 힘들었구나 회상하게 될 날이 옵니다 지금 힘들어도 하루하루 살다보면 또 웃을날이 올거에요 우리 힘들어도 하루그리고 하루만 살아봅시다 그렇게 하루씩 살아봐요
@user-xt6nh3rd2j,2023년도 다들 화이팅이요!! 아즈아 합시다다들 건강하세요..
@user-io2tc5fv4d,"이런 영상들에 댓글 다시는 여러분들은 모두 우울함에서 벗어나고 싶어하는 분들 이시잖아요! 자꾸 우울하다 살기 싫다 이런 부정적인 생각들을 하게 되면 더욱 우울해지기만 할 뿐이에요, 물론 여러분들도 이걸 모르시는 건 아니실 거에요..ㅜ 누군가 위로해줬으면 좋겠고 그러니까 이렇게 댓글로나마 위로받기 위해 오시는거죠.. 세상에는 나쁜 사람들도 정말 많지만 이렇게 좋은 분들도 많아요! 그렇지만 위로 받는 거에 익숙해지시면 시간이 지날 수록 여러분들을 나약하게 만들어요.. 사소한 거에도 바로 우울해지고 안 좋은 생각들만 하게 돼고ㅠ 우울함을 이겨내기 위해서는 여러분들 스스로가 강해지셔야 해요..! 사람은 누구나 노력하면 뭐든지 할 수 있기 때문에 여러분들도 우울하다고 본인을 자책하는 행동은 절대 하시면 안돼요ㅠ 저는 오히려 우울해지면 이런 잔잔한 노래보다 신나는 노래를 들어요!여러분들이 평소에 좋아하던 가수나 아이돌 노래 중에 신나는 노래들을 듣다 보면 저도 모르게 흥이 오르더라고요!여러분들도 한 번 신나는 노래를 들어 보시는 건 어떠신가요?저는 언제나 저보다 남을 생각하며 살았어요. 그래서 항상 누굴 위로해줬으면 위로해줬지 제가 누구한테 위로받고 싶단 생각은 한 적이 없었어요. 그래서 제 꿈은 원래 음악 치료사였어요! 음악을 오랜 기간 배웠었거든요. 하지만 꿈을 접게 되었어요. 개인사이긴 하지만 아직 어린 제가 감당하긴 너무나 버거운 것들이기 때문이죠. 그렇다고 제가 남들 다 가진 것 못 가지고 그런 건 아니에요. 한 가지 못 가진 것이 있다면 마음의 안정이었죠. 사실 우울함을 이겨내기 위해서 가장 중요한 건 여러분들의 마음가짐이에요. 어떤 고난이 닥쳐도 신경 쓰지 않는다는 마인드가 가장 중요한데 저도 최근에야 이 마인드를 붙잡고 밝게 살아왔어요. 여러분들도 하실 수 있어요! 이 마음가짐만 잡으신다면 세상이 환하게 보일거에요. 하지만 저는 그 마음가짐을 오래 간직하지 못했고 결국 억지로라도 냇던 미소마저 거의 잃게 되었죠. 물론 남들 앞에선 밝은 척 하지만 혼자 잇을 땐자꾸만 아무 생각도 나지 않고 무표정으로 있게 되었네요..ㅎ 저는 결국 이렇게 되었지만 여러분들은 하실 수 있어요! 저도 한 번은 성공했었으니까요!중요한 건 꺾이지 않은 마음이라고 하잖아요! 여러분들은 꼭 마음이 꺾이지 않으시길 바라요!!"
@deamond366,힘들 때 기대어 마음껏 울 수 있는 그런 사람이 있으면 좋겠다..
@user-zd6zw7bf1n,남들을 챙겨주는게 우선인 삶을 살다보니 어느 순간 제가 남들보다 뒤쳐져 있다라는 감정이 들더라구요 남들 챙겨준거에 있어서 후회는 안하지만 그 시간동안 나를 더 사랑했더라면 지금쯤 이 노래를 안들었을까라는 생각을 하게 됩니다. 위로 받고 싶어 노래라도 들으려 했지만 댓글 하나하나 보니깐 마음이 많이 아프네요… 사람마다 느끼는 힘듦의 기준은 다 다르지만 하루 하루를 버텨보다 보면 언젠가는 무조건 좋은 날들이 생길거예요 인생은 생각했던것보다 행복과 슬픔이 비례하더라구요 힘들어서 여기 찾아와 이렇게 말하는 저에게도 조만간 좋은 일이 생기길 간절히 기도하겠습니다…
@user-vb9kb9jb7j,"간호 4학년이라 취준으로 바쁜 와중에 하루에 8시간씩 병원실습까지 하다보니 편두통이 심해서 하루하루 겁나고 속상해요.. 대병 신경과를 가도 원인은 모르겠다고 하고 이젠 처방받은 약도 안들어서 밤마다 잠도 설칩니다ㅜㅜ 내년에 간호사 되면 스트레스에, 삼교대에 건강은 더더욱 악화될텐데 벌써 싫고 힘 빠져요… 안아프고 싶어요.."
@thk6588,"주기적으로 찾아오는 도피와 우울함.. 이젠 종종 찾아오는 이 기간을 그냥 즐기기로 했어요, 눈물날때 실컷 울면 나아지듯이.. 며칠 처박혀서 이짓하다보면 또 괜찮아지겠지"
@adecheongpodo1824,"언젠간 이 지독한 외로움과 우울함이 끝나길 바라며, 혹은 이겨낼 수 있길 바라며나도 언젠가는 인간적으로 인정받고 사랑받을 수 있길 바라며"
@sanga7371,내 길이 공무원이 맞을가 생각을 매일하며 공무원 인강 선생님 같은걸 알아보고 있지만 나는 왤케 의지가 없지? 라고 생각을 하면서도 스트레스를 매일 받고 있습니다 ㅠㅠ.. 그와중에 몸이 작은체형이다보니 운동을 하고 싶어도 불균형의 몸이라서 돈도 모아야하고 운동도 해야하고 공부도 해야하는 현실을 부정하고 싶지만 오히려 할게 많아서 좋은건지는 모르겠지만 노래들을 통해서 조금이라도 격려가 되는거 같습니다 ㅠㅠ 감사합니다! (혹시 가능하시다면 플레이 리스트 노래들을 댓글로 정리 해주실수 있으신가요? 굳이 안해주셔도 됩니다!!! 혹시 정리가 되신 그게 있다면 더 빨리 제 멜론 플레이리스트에 넣어서 듣고싶어서 그래요 ㅎㅎ 한번더 감사합니다)
@user-gq4fb2tg3p,어른이 된다는게 이렇게 힘든건가 앞자리 숫자가 바뀔 때마다 마음에 무게감이 늘어가는거 같다. 행복하다는게 아직도 과거형에 남아있는것 같고 단지 크게 바라는 것 없이 남들처럼 평범함을 갖고 싶었던 건데 갈수록 평범함이 남의 것 같이 느껴진다. 탐내서는 안된다고 욕심내면 안된다는 말처럼 느껴진다. 그냥 안기며 울고싶어..
@user-zn2qu3os1p,힘들때마다 너무..듣기..좋아요...마음의..위로가되요..누군가 저한테와서..위로해줬음좋겠어요..지금 너무..울고싶네요..ㅎㅎ
@user-qh8mg4hn7b,다들 행복해야해요
@user-vr5gd3km4h,울고나서 들으니까 조금은 진정된다. 라는느낌이 퐉 오는 플리에요 최고입니다..
@ssg15944,지은아 잘하고 있어 요즘 우울한것도 많이 없어졌는데 갑자기 또 왜이래 괜찮아 여태까지 했던대로만 하자! 내일부터 운동도 이제 다시하고 작년에 잘했잖아 근데 왜이래 할수있어 그러니까 하나씩 차근차근 하자 지은이 파이팅
@user-hx5tx3hr6c,"소문에 너무 얽매이고, 신경쓰지 말아요. 힘들어 하지도 말아요. 언젠가 지나갈 거에요..언젠가는"
@user-dd4oo4pz8z,첫곡부터 마음이 올라오는 노래다..
@user-qs2fl9ru5c,저도 많이 힘들었던 하루 위로받고 갑니다 마음이 지칠 때 가장 힘든건 아무렇지 않는 척 해아되는거 같아요ㅠㅠ
@user-sc6dh1pw2s,외국생활 하고있는데 어제는 중앙역에서 바지주머니 안에 있던 휴대폰을 갈취당했습니다 공부는 안되고 되는일은 없고 화는 못내고 그냥 멍하니 있는데 화도 안나더라구요 그냥 감정을 없이 살고있습니다 우울증도 걸렸고 매일 밤이 되면 눈물이 흘려나와요 뭔가 미래는 두렵고 지금 상황은 힘들고 친구는 한명도 없어서 진짜 처음으로 아무나 비참한 나를 이해해주고 위로해주면이란생각을 하네요.. 이노래들으면 또 우는데 조금은 나아지는것 같아요 ㅎ 이런 나 괜찮아지겠죠..?
@user-mc9up9jc5b,심한우울증불안장애 약 먹구 많이좋아졌는데 힘든일이 있을때마다 한번씩 또 무너지게 되네요곁엔 아무도 없고...부모님도 안계시고...내 인생의 선택이 맞는거라고 잘할수있을거라고 누구라도 듣고싶어요.. 5년의 우울장벽을 깨고 나옵디다
@likefall71,"기대받는게 힘들어요. 모를수도있고 잘하지 못할수도있고 실수할수도 있는데 왜 그러는건지 모르겠어요. 나도 노력하는데 잘하고 싶은데 너무 지쳐서 울거나 혼자있을때, 이젠 소설 하나 읽으면서도 가슴이 쿡쿡 쑤시고 누가 누르는것 처럼 아파요. 친구들은 즐겁지만 어렵고 스트레스 받아요. 학교든 학원이든 부담되고 힘들어요. 부모님은 너무 좋아서 내가 밝은 모습을 보여드리고 싶어요. 내가 남몰래 우는거 몰랐으면 좋겠어요. 기댈사람은 있는데 털어놓을 사람은 없어요. 위로받고 싶은데, 고생했다는 말 듣고싶은데, 잘하고 있다는 말 듣고 싶은데 누군가한테 안겨서 공감 받으면서, 이해 받으면서 소리내면서 울고 털어놓고 싶은데, 사람을 못믿겠어요. 나 자신도 못믿겠고 다른사람 믿기는 더 힘들어요. 잘했다고 해주면 안돼요? 고생했다고 해주면 안돼요? 그 한마디 듣기가 이렇게 힘들줄 알았으면 기대도 안하는건데. 사는 이유를 모르겠어요. 그렇다고 죽고싶지는 않아요. 울고싶어요. 펑펑고마워요 이 노래들이"
@user-or2gc8zy2g,내가 보는 당신의 미래에는 당신이 사랑하는 사람과 함께 웃음짓고 있었어요. 지금 아무리 힘들더라도 지금 힘든 당신덕에 미래의 당신이 너무나 행복할거에요. 그러니 조금만 더 버텨줘요.
@user-hu6xl5co1e,어릴 땐 힘들다는 사람들이 이해 안 갔는데 점점 어른이 되어가니 하나씩 힘들어지기 시작하네요… 첫 시작하는 일이 어렵고 그러다 직장에서의 대인관계가 어렵고 결국 사랑까지 제 마음대로 되지 않아요.. 결국 세상에서 되게 동 떨어진 바다 한 가운데 혼자 남은 기분이 들어요.. 이 플리 들으면서 조금은 내려놔 볼게요
@ibnue9228,2년 동안 앓던 우울증이 지난 반년 동안 호전되면서 괜찮아지나 했는데 요즘 다시 옛날로 돌아온 거 같아요. 나만 빼고 다들 2년 반 씩이나 성장한 채로…노력은 계속하고 있는데 자꾸 눈물이 나고 감정 기복 때문에 너무 어렵네요ㅠ.
@memory8425,특전부사관 준비하는 고3입니다. 코로나 때문에 힘들어 죽겠는데..가족들은 술타령만하네요 살은찌고 운동은 해야되고 마스크에 헬스장 열었다 닫았다 정말 힘드네요 이 플리들으면서 정말 힘이 많이나네요 정말감사합니다꼭 좋은 결과 만들어 보겠습니다
@user-wu7eo6sr9m,"가끔은 내가 지치고 힘든걸 모르고 넘어갈때도 많아요. 계속해서 나 자신에게 세뇌를 시키는거죠. ‘난 힘들지 않다. 그러니까 계속 해야한다.’ 이런식으로요. 그렇지만 이렇게 계속 진짜 나를 부정하고, 나 스스로를 세뇌시키다보면 지침의 무게에서 헤어나오지는 못하고 오히려 더 깊게 들어가는 경우가 많은것 같아요. 어려운 일이지만 나의 힘듦을 있는 그대로 직시하고, 맞서 싸울때 비로소 나는 지침과 힘듦을 이겨낼 수 있는것 같아요. 많은 분들이 우울을 겪고, 지친다는것을 느끼는 것은 충분히 잘 싸워내고, 이겨내고 있다는 뜻일거에요. 마치 바이러스가 몸에 들어오면 우리 몸이 열을 내면서 잘 이겨내고 있다고 하는것 처럼요. 우리는 모두 하나밖에 없는 소중하고 아름다운 사람들이에요. 오늘도 다들 좋은 하루, 좋은 밤 되세요."
@user-kr7ld4hy4y,"원하는 대학합격하고 원하는 과 들어가면 모든게 행복하고 편안해질 줄 알았어요 삼수끝에 그토록 원하던 대학에 왔는데 의욕도 행복도 없어요 그냥 너무 외롭기만해요 모든게 낯설고 처음인데, 다들 제가 뭔가 더 많이 아는줄 아네요 친절하게 설명듣고싶고 따뜻한 대화하고싶어요 일시적인 관계가 너무 싫어요 뭘 해야 행복할까요 저는 정말.. 이곳에오면 소속감을 느끼고 하고싶은 걸 하면서 너무 행복할 줄 알았어요.. 배부른소리같아 남들한테 이야기도 못하겠네요"
@Chanhwi_1225,"무언가 잘 안풀릴 때면 그게 짜증나고 화나는게 아니라 일을 잘 풀어나가지 못하는 제게 화가 나고 너무 밉습니다. 어떤 일이든 쉽게 포기하고 방황 하고 스스로 이정도면 괜찮다며 합리화하는 것도 제가 너무나 미워집니다. 가끔 이런거때문인지 눈물이 터지는데 이유를 모르겠습니다. 분명 힘드니까 그러겠지 하면서도 내가 뭘 했다고?남들은 나보다 열심히 살고 더 힘들게 사는데 제가 울때면 또 제가 싫어져요. 남들에게 터놓가도 부끄러울 정도로 정말 하찮은 이유들로 힘들어하는 제가, 가끔 내가 제일 힘들다며 부풀리는 내가 너무나 싫어요. 나 자신을 사랑하기가 너무나 힘든 것 같습니다"
@user-yz5kg9iu1i,학생때는 몰랐는데성인이 되니까 제가 생각했던 세상과 달라서 많이 힘들고우울했어요진짜 학생때가 너무 그립고지금이 싫었어요취업도 잘안되고 됬다면 회사안세의 문제 퇴사 재취업  퇴사를 반복하다보니 정신이 이상해지고지쳐가서 그냥 편히 쉬고싶었어요하지만 지금도 일하고 있어요퇴사를 하고싶어도 함부로 못하고누군가 시키는대로 사는 삶이라너무 힘들어요..저는 버티라는 말이 참 싫어요제가 하는일이 손님을 상대하는 서비스직인데 나이많으신 분들이나 조금 성격이 안좋은분들은 제 나이가 어리다고 무시하고 막대하세요 그럴때마다 지치고 울고 있어요일하기도 싫은데 제 주변은 버티라해요  누군가 해주는 고맙습니다 수고하세요가 감동이 되요저 잘하고있는거겠죠? 제인생을 허비하고 있는것 같은 지금누군가 저에게 잘하고있어너 잘못이아니야 힘을 내힘들때 누가 제 얘기들어주고 공감해주면 좋겠어요누가 나 안아주면 안되나요?..나 금방이라도 부서질꺼 같에요품에 안겨서 힘들었다고 지치다고울고 싶어요
@user-ds4vv4zu4p,언젠간 다 괜찮아진다고 말해주세요 아무일도 없던 것 처럼 다 좋아질거라고 말해주세요 이제 울지 않아도 된다고 안아주세요
@Phenomenal999,"꿈꿔왔던 모든걸 갖진 못했어, 그치만 갖고싶단 소망은 여전해.이런 말이 하고싶었지만 계속 되니까 그냥 잠시 갖고싶은 것을 찾는 여행을 떠나고싶네 과거의 나야, 불안하고 안절부절하는 모습이 너에게 있지만 이젠 안그래도 돼 현재의 나를 내가 안아볼 수 있는 힘을 키워야지 힘든 일로만 발휘됐던 너의 강인함을 버리고 조금은 편해진 이곳에서의 강인함을 가져야 될 시간인거 알잖아 그러니까 내 말은 이제 힘든 일만 생각하며 열심히 하려고 미치다가 금방 지치지 말라는 말이야 잘 할 수 있지?"
@gsm7373,울어도 괜찮아. 멈춰도 괜찮아. 아무것도 안해도 괜찮아. 너무 애쓰지 않아도 괜찮아.가족한테 정말 듣고 싶은 말이였는데.정말 너무 힘든데 막상 털어 놓으니 그런 말은 듣기 힘들더라구요. 이젠 누구든 좋으니 말해주면 좋겠어요.
@user-un1jl6wx6h,"나도 내 마음을 모르겠으면 누가 알아줄까.. 나도 해결법을 너무나도 잘 알고 있지만, 하나부터 열까지 아무 것도 모르겠다 뭐부터 시작 해야 하고, 포기 해야 하고, 바뀌어야 할까? 난 왜 아직도 걔를 잊지 못하고, 자존감은 늘 바닥이고, 왜 이러고 살까? 내 자신이 너무 비참하고, 싫다 내 부족함을 알아도 채우려는 의지는 보이지도 않는다 그저 너무 무기력하고.. 힘들다 걔가 너무 그립다 공부는 손에도 안 잡히고, 생각과 고민은 너무 많은데 늘 공부한테 쫓기기만 하고.. 왜 이러지 나 진짜 너무 싫어 어떡해 주변 사람들은 도대체 이런 날 왜 좋아해주지? 아무도 날 안 좋아해줘ㅛ으면 좋겠다 차라리 그게 마음이 편할까?"
@user-ed7ls8sp7e,"고3일 땐, 수능이 끝나면 끝인 줄 알았다.대학생 땐, 취업만 하면 끝이 나는 줄 알았는데..막상 취업을 하고 나니, 무엇이 옳은 것인지, 이 세상을 살아가는 의미가 어떤 것인지..혼란스럽다."
@tiger624,인생은요~~넘어지고 또 다시 새롭게 시작하고 다시 지우고 새롭게 또 다시 내일을 기대하고 희망을 품고 사는거라 생각 합니다...지금 힘들 다는건 어렵게 어렵게 힘차게 오르막의 끝자락 이라고 생각 합니다..자~~다같이 쉬면서 달립시다.
@kkongmonge,고3입니다 공부하다가 예체능으로 튼 케이스입니다 예전부터 이루고 싶었던 꿈이라 잠도 줄여가고 아침에 일어나서 잠들기전까지 손가락에 굳은 살도 생길만큼 연습했습니다 며칠 전에 실기를 보고 왔는데 시험 중간에 갑자기 긴장이 몰려와서 정신줄 간신히 붙잡고 난 할 수 있다 최면 걸고 무사히 끝내고 나왔습니다 하지만 평소 연습하던 것보단 못한 것 같아 그동안의 제 노력이 한 순간에 증발하는 기분에 시험장 나오자마자 울었습니다 결과가 어떻게 나올 지는 모르겠지만 합격하지 못한다면 제 자신을 끊임없이 자책하고 혐오하게 될 것 같아요 지금도 무거운 마음에 잠도 오질 않아 위로 받고 싶어 여기로 오게되었습니다 가끔은 모든 게 원망스럽습니다 왜 대한민국은 학벌에 집착하는 사회로 만들어진 것인지 왜 나는 특출나게 잘하는 것이 없는 지 왜 내 부모님은 맨날 소리지르고 때리면서 싸우는 지 왜 난 그 모든 것을 보고 듣고 견뎌야 하는 지 신이 정말 있다면 절 이 지옥에서 나가게 해주세요 이정도면 충분히 불행한 것 같은데 제발 좀 행복하게 해주세요
@user-of6xh4ut7h,털어놓을때가없다외롭다 쓸쓸하다 회의감들고인생덧없다 무얼 위해 사는가 믿었던 사람에게 실망했을때 배신감을 말로 형용할수없다절실하게 살지마라
@user-wg7ly5gc7k,"초등학교, 중학교, 고1 지나면서 무너져도 항상 일어나서 도전하고 노력해온 제가 고2에 들어와서 1학기에 1학년때보다 훨씬 더 높은 성적을 받고 중간고사를 접하자마자 두려움이 찾아왔네요..많은 선생님과 부모님이 그 좋아하던 모습이 좋았는데 지금은 뒤로 밀릴까 두렵고 막막하네요.. 내가 뭐 될지도 모르겠고 좋아하는 거 찾아볼 시간도 없는데 자꾸 물어보고 답답하기도 하네요...두려워하다가 결국엔 중간고사 2일차이고 하지만....기말 때는 열심히 할 거 같아요 중간 때 울고 아프다보니 좀 나아진 거 같아서...이런 얘기를 할 곳이 없어서 여기 털어보네요..친구들 힘들면 울어도 괜찮고 잠시 쉬어가도 괜찮아..아직 갈 길이 멀잖아"
@user-hc5xv4dn5d,시작 부터 마음을 울리는군요
@Sejung_saesang,저는 고3인데 남들보다 잘하는것도 노력도 안하면서 자존감이 내려가고 우울해 지니까 모든걸 놓고 싶고 왜 사는지도 모르겠고 엄마한데 부쩍 짜증도 늘고 짜증내면서도 엄마 안계실때는 혼자 울고 막 그러는데 이제 성인인데 고쳐 먹고 제대로된 사회 생활 할수 있게 어떠한 시련이 와도 엄마 도움없이 헤쳐나가고  열심히 살아야 겠다고 다짐하면 자꾸만 무너지는 제가 싫고 남들은 니가 남들보다 노력을 덜 해서 그런거라고 근데 그걸 아는데 제일 속상하고 괜히 마음만 급해지니까 쉅게 지치고 이제는 정말 모든걸 놓고 싶다가도 눈물부터 나는 이런 내가 너무 싫습니다
@user-fh5yb7lt6y,이 플리 듣는 동안만 다 내려놓고 맘껏 울고 슬퍼할게요. 플리 끝나면 다시 일상을 살아가야만 하는 나로 다시 돌아갈게요… 감사합니다
@user-zk4oc2nz1l,"그냥 2~3년이 힘들었는데 이 노래를 듣고 있으니 조금의 힘듬이 없어지는거 같다 내가 2~3년을 우울감, 자기 혐오 달고 살아보니 내가 너무 망가져갔고 인간관계도 점점 안좋아졌고 근데 내가 이 1시간 정도의 듣고 내가 좀 변하야 겠다는 생각이 든다 나도 이제 잘 살아볼게요 이플리 만들어주셔서 감사해요"
@user-kv3eg9gc4c,남들 앞에서 무너지는 모습 보여주기싫어서 항상 멘탈 쌘 척 쿨한척 하고살았는데 혼자있을때 모습을 되돌아보니 난 많이 약한사람 인가보다 나는 내가 살면서 공부라는 것 때문에 스트레스받는 일이 없을줄 알았는데 너무 미련했던것 인가보다 내가 잘 할 수 있는게 과연 있을까 싶은 생각에 두려움이 몰려오고 무섭다 자존감은 바닥을 찍고 주위에 마음 다 터놓고 믿을사람도 없다 그냥 모든게 막막하다
@user-hf8oo8ou9n,어디가 밑바닥일까 항상 지하를 뚫고 떨어지는느낌죽고싶은데 용기는없고 잠시 휴식하며 이 노래를 들으며 눈감고 마음을 정리해봅니다.
@user-zx8ww1js1k,지쳐요 사실 너무 포기하고 싶어요 사실 너무 두렵고 겁이 나요 길 잃은 아이처럼 두눈감고 그냥 울어버리고 싶어요 길을 찾는게 아니라 그자리에 서서 아무것도 안하고 울고싶어요 사실 너무 힘들다고 아직 많이 힘들다고 말하고싶어요 다른사람이 아닌 나 자신한테. 하지만 스스로를 속이게 돼요 내가 나를 무너지게 할까봐요. 한발만 나아가면 희망일텐데 멈추면 낭떠러지일거 같아요 어떡하면 좋을까요? 곧 서른을 바라보는데 내가 왜 어른일까요? 나 너무 위태롭고 무서워요
@user-un9uf1dx2m,너무 힘드네요 못난 성격탓에 주변사람 다떠나고 옛날이면 웃으면서 털어낼일도 이젠 너무 무겁게 느껴지고 새상에 혼자남은거같아서..말할때도 글쓸곳도 없어서 이렇게 여기다가 글써보네요 맨날같이 눈물만나고 날고있는 사람들 내가 발목잡는건아닌지 생각정리도 잘안되고 많이 힘든데 알아주는이 하나없는게 이렇게 슬픈건지 이제알았네...
@user-wh8dk9ds1b,가족을 지키는 일이 이렇게 버거운데 부모님은 그동안 얼마나 버거웠을까.그런 부모님을 기억하지 못하고 지금 내가 힘들어서 투정을 부리는 것 같다.오로지 나도 나 자신만을 위해서 살게 해달라고. 힘들어도 내가 조금만 더 노력하면 모두 함께 나아갈 수 있으니까 조금만 더 견디자.
@user-mw4fl9ss6g,내가 좋아하는 노래 모아놓은 것 같다..
@user-du2be7pm9i,모든게 다 버거운 날들의 연속이네요잘해보고 싶고 열심히 하고 싶지만몸과 마음이 따라주지 않고무기력속에 빠져나오지 못하고 있어요이런 내자신이 너무 한심하지만미래가 그려지지않고 이제 하고싶은것도 없네요옛날엔 이루지못해도 목표가 있었고가지고 싶은것 하고싶은것 좋아하는 것들로 가득해소소한 행복을 느끼며 열심히 살았던것 같은데지금은 내가 좋아했던것들을 봐도 더이상 행복을못느끼는 내자신을 보니 너무 슬펐어요그래도 어쩌겠어요 해내야죠 살아가야죠여기노래들으러 오신 분들도 각자 힘든일이 많을텐데진심으로 제가 응원할게요 다 지나갈거고 이겨낼거에요
@user-rx7uc3py1v,요즘 너무 힘드네요.. 어린나이에 사기만 당해서..나갈돈이 수북해지고..  옆엔 아무도 없네요.. 진짜 하루하루 너무 힘든삶을 살아오면서.. 왜 이러고살까.. 라는 생각만 매번 해오면서..노래를 들으면서 하루를 마감하네요.. 힘들어도 일은 쉬지않고 매일하고.. 아파도 병원을 못가고.. 언제 나의 행복이 찾아올가....진짜 너무 힘들다...
